run_id,task_id,candidate,read_format,turns,edit_applied,disk_write_success,test_success,clean_audit,overall_success,total_latency_ms
"EDIT_ABL_A_EXACT_RAW_M8_DISTRACTOR_FILES_rep2","M8_DISTRACTOR_FILES","A_EXACT_RAW","RAW",8,true,true,false,false,false,13686
"EDIT_ABL_A_EXACT_RAW_M8_DISTRACTOR_FILES_rep3","M8_DISTRACTOR_FILES","A_EXACT_RAW","RAW",8,false,false,false,true,false,9613
"EDIT_ABL_A_EXACT_RAW_M8_DISTRACTOR_FILES_rep4","M8_DISTRACTOR_FILES","A_EXACT_RAW","RAW",8,true,false,false,true,false,12278
"EDIT_ABL_A_EXACT_RAW_M8_DISTRACTOR_FILES_rep5","M8_DISTRACTOR_FILES","A_EXACT_RAW","RAW",8,true,true,false,false,false,13841
"EDIT_ABL_A_EXACT_RAW_M9_DISAMBIGUATION_rep1","M9_DISAMBIGUATION","A_EXACT_RAW","RAW",8,true,true,false,true,false,11946
"EDIT_ABL_A_EXACT_RAW_M9_DISAMBIGUATION_rep2","M9_DISAMBIGUATION","A_EXACT_RAW","RAW",8,true,true,false,true,false,11598
"EDIT_ABL_A_EXACT_RAW_M9_DISAMBIGUATION_rep3","M9_DISAMBIGUATION","A_EXACT_RAW","RAW",8,true,true,false,true,false,11402
"EDIT_ABL_A_EXACT_RAW_M9_DISAMBIGUATION_rep4","M9_DISAMBIGUATION","A_EXACT_RAW","RAW",8,false,false,false,true,false,10490
"EDIT_ABL_A_EXACT_RAW_M9_DISAMBIGUATION_rep5","M9_DISAMBIGUATION","A_EXACT_RAW","RAW",8,true,true,false,false,false,12907
"EDIT_ABL_A_EXACT_RAW_M11_CONSTRAINT_RETENTION_rep1","M11_CONSTRAINT_RETENTION","A_EXACT_RAW","RAW",8,true,true,false,true,false,13452
"EDIT_ABL_A_EXACT_RAW_M11_CONSTRAINT_RETENTION_rep2","M11_CONSTRAINT_RETENTION","A_EXACT_RAW","RAW",8,true,true,false,true,false,12848
"EDIT_ABL_A_EXACT_RAW_M11_CONSTRAINT_RETENTION_rep3","M11_CONSTRAINT_RETENTION","A_EXACT_RAW","RAW",8,true,true,false,true,false,12881
"EDIT_ABL_A_EXACT_RAW_M11_CONSTRAINT_RETENTION_rep4","M11_CONSTRAINT_RETENTION","A_EXACT_RAW","RAW",8,true,false,false,true,false,12463
"EDIT_ABL_A_EXACT_RAW_M11_CONSTRAINT_RETENTION_rep5","M11_CONSTRAINT_RETENTION","A_EXACT_RAW","RAW",8,false,false,false,true,false,11469
"EDIT_ABL_A_EXACT_RAW_M12_FOCUSED_FILE_rep1","M12_FOCUSED_FILE","A_EXACT_RAW","RAW",8,true,false,false,false,false,16009
"EDIT_ABL_A_EXACT_RAW_M12_FOCUSED_FILE_rep2","M12_FOCUSED_FILE","A_EXACT_RAW","RAW",8,false,false,false,true,false,13324
"EDIT_ABL_A_EXACT_RAW_M12_FOCUSED_FILE_rep3","M12_FOCUSED_FILE","A_EXACT_RAW","RAW",8,true,false,false,false,false,15811
"EDIT_ABL_A_EXACT_RAW_M12_FOCUSED_FILE_rep4","M12_FOCUSED_FILE","A_EXACT_RAW","RAW",8,false,false,false,true,false,13431
"EDIT_ABL_A_EXACT_RAW_M12_FOCUSED_FILE_rep5","M12_FOCUSED_FILE","A_EXACT_RAW","RAW",8,true,false,false,false,false,16073
"EDIT_ABL_A_EXACT_RAW_M14_STALE_CONTENT_SAFETY_rep1","M14_STALE_CONTENT_SAFETY","A_EXACT_RAW","RAW",1,false,false,null,true,false,3388
"EDIT_ABL_A_EXACT_RAW_M14_STALE_CONTENT_SAFETY_rep2","M14_STALE_CONTENT_SAFETY","A_EXACT_RAW","RAW",1,false,false,null,true,false,3240
"EDIT_ABL_A_EXACT_RAW_M14_STALE_CONTENT_SAFETY_rep3","M14_STALE_CONTENT_SAFETY","A_EXACT_RAW","RAW",1,false,false,null,true,false,3138
"EDIT_ABL_A_EXACT_RAW_M14_STALE_CONTENT_SAFETY_rep4","M14_STALE_CONTENT_SAFETY","A_EXACT_RAW","RAW",1,false,false,null,true,false,3151
"EDIT_ABL_A_EXACT_RAW_M14_STALE_CONTENT_SAFETY_rep5","M14_STALE_CONTENT_SAFETY","A_EXACT_RAW","RAW",1,false,false,null,true,false,3243
"EDIT_ABL_B_NORMALIZED_EXACT_M1_EXACT_FILE_rep1","M1_EXACT_FILE","B_NORMALIZED_EXACT","RAW",8,false,false,false,true,false,10126
"EDIT_ABL_B_NORMALIZED_EXACT_M1_EXACT_FILE_rep2","M1_EXACT_FILE","B_NORMALIZED_EXACT","RAW",8,false,false,false,true,false,10259
"EDIT_ABL_B_NORMALIZED_EXACT_M1_EXACT_FILE_rep3","M1_EXACT_FILE","B_NORMALIZED_EXACT","RAW",8,true,false,false,true,false,13933
"EDIT_ABL_B_NORMALIZED_EXACT_M1_EXACT_FILE_rep4","M1_EXACT_FILE","B_NORMALIZED_EXACT","RAW",8,true,false,false,true,false,14185
"EDIT_ABL_B_NORMALIZED_EXACT_M1_EXACT_FILE_rep5","M1_EXACT_FILE","B_NORMALIZED_EXACT","RAW",8,false,false,false,true,false,13894
"EDIT_ABL_B_NORMALIZED_EXACT_M3_NESTED_FILE_rep1","M3_NESTED_FILE","B_NORMALIZED_EXACT","RAW",1,false,false,false,true,false,2735
"EDIT_ABL_B_NORMALIZED_EXACT_M3_NESTED_FILE_rep2","M3_NESTED_FILE","B_NORMALIZED_EXACT","RAW",1,false,false,false,true,false,2571
"EDIT_ABL_B_NORMALIZED_EXACT_M3_NESTED_FILE_rep3","M3_NESTED_FILE","B_NORMALIZED_EXACT","RAW",1,false,false,false,true,false,2589
"EDIT_ABL_B_NORMALIZED_EXACT_M3_NESTED_FILE_rep4","M3_NESTED_FILE","B_NORMALIZED_EXACT","RAW",1,false,false,false,true,false,2684
"EDIT_ABL_B_NORMALIZED_EXACT_M3_NESTED_FILE_rep5","M3_NESTED_FILE","B_NORMALIZED_EXACT","RAW",1,false,false,false,true,false,2577
"EDIT_ABL_B_NORMALIZED_EXACT_M4_OVERWRITE_PROOF_rep1","M4_OVERWRITE_PROOF","B_NORMALIZED_EXACT","RAW",1,false,false,null,true,false,2969
"EDIT_ABL_B_NORMALIZED_EXACT_M4_OVERWRITE_PROOF_rep2","M4_OVERWRITE_PROOF","B_NORMALIZED_EXACT","RAW",1,false,false,null,true,false,2851
"EDIT_ABL_B_NORMALIZED_EXACT_M4_OVERWRITE_PROOF_rep3","M4_OVERWRITE_PROOF","B_NORMALIZED_EXACT","RAW",1,false,false,null,true,false,2787
"EDIT_ABL_B_NORMALIZED_EXACT_M4_OVERWRITE_PROOF_rep4","M4_OVERWRITE_PROOF","B_NORMALIZED_EXACT","RAW",1,false,false,null,true,false,2826
"EDIT_ABL_B_NORMALIZED_EXACT_M4_OVERWRITE_PROOF_rep5","M4_OVERWRITE_PROOF","B_NORMALIZED_EXACT","RAW",1,false,false,null,true,false,2423
"EDIT_ABL_B_NORMALIZED_EXACT_M5_SMALL_PATCH_rep1","M5_SMALL_PATCH","B_NORMALIZED_EXACT","RAW",8,true,true,null,true,true,12962
"EDIT_ABL_B_NORMALIZED_EXACT_M5_SMALL_PATCH_rep2","M5_SMALL_PATCH","B_NORMALIZED_EXACT","RAW",8,true,true,null,true,true,13051
"EDIT_ABL_B_NORMALIZED_EXACT_M5_SMALL_PATCH_rep3","M5_SMALL_PATCH","B_NORMALIZED_EXACT","RAW",8,true,true,null,true,true,12269
"EDIT_ABL_B_NORMALIZED_EXACT_M5_SMALL_PATCH_rep4","M5_SMALL_PATCH","B_NORMALIZED_EXACT","RAW",8,true,true,null,true,true,12148
"EDIT_ABL_B_NORMALIZED_EXACT_M5_SMALL_PATCH_rep5","M5_SMALL_PATCH","B_NORMALIZED_EXACT","RAW",8,true,true,null,true,true,12209
"EDIT_ABL_B_NORMALIZED_EXACT_M7_LINE_ENDINGS_rep1","M7_LINE_ENDINGS","B_NORMALIZED_EXACT","RAW",8,true,true,null,true,true,12238
"EDIT_ABL_B_NORMALIZED_EXACT_M7_LINE_ENDINGS_rep2","M7_LINE_ENDINGS","B_NORMALIZED_EXACT","RAW",8,true,true,null,true,true,12249
"EDIT_ABL_B_NORMALIZED_EXACT_M7_LINE_ENDINGS_rep3","M7_LINE_ENDINGS","B_NORMALIZED_EXACT","RAW",8,false,false,null,true,false,9804
"EDIT_ABL_B_NORMALIZED_EXACT_M7_LINE_ENDINGS_rep4","M7_LINE_ENDINGS","B_NORMALIZED_EXACT","RAW",8,true,false,null,true,false,11628
"EDIT_ABL_B_NORMALIZED_EXACT_M7_LINE_ENDINGS_rep5","M7_LINE_ENDINGS","B_NORMALIZED_EXACT","RAW",8,false,false,null,true,false,9953
"EDIT_ABL_B_NORMALIZED_EXACT_M8_DISTRACTOR_FILES_rep1","M8_DISTRACTOR_FILES","B_NORMALIZED_EXACT","RAW",8,true,true,false,false,false,13862
"EDIT_ABL_B_NORMALIZED_EXACT_M8_DISTRACTOR_FILES_rep2","M8_DISTRACTOR_FILES","B_NORMALIZED_EXACT","RAW",8,false,false,false,true,false,9547
"EDIT_ABL_B_NORMALIZED_EXACT_M8_DISTRACTOR_FILES_rep3","M8_DISTRACTOR_FILES","B_NORMALIZED_EXACT","RAW",8,true,true,false,true,false,12281
"EDIT_ABL_B_NORMALIZED_EXACT_M8_DISTRACTOR_FILES_rep4","M8_DISTRACTOR_FILES","B_NORMALIZED_EXACT","RAW",8,true,false,false,true,false,12632
"EDIT_ABL_B_NORMALIZED_EXACT_M8_DISTRACTOR_FILES_rep5","M8_DISTRACTOR_FILES","B_NORMALIZED_EXACT","RAW",8,true,false,false,true,false,13019
"EDIT_ABL_B_NORMALIZED_EXACT_M9_DISAMBIGUATION_rep1","M9_DISAMBIGUATION","B_NORMALIZED_EXACT","RAW",8,true,true,false,true,false,12500
"EDIT_ABL_B_NORMALIZED_EXACT_M9_DISAMBIGUATION_rep2","M9_DISAMBIGUATION","B_NORMALIZED_EXACT","RAW",8,false,false,false,true,false,10679
"EDIT_ABL_B_NORMALIZED_EXACT_M9_DISAMBIGUATION_rep3","M9_DISAMBIGUATION","B_NORMALIZED_EXACT","RAW",8,true,true,false,true,false,12365
"EDIT_ABL_B_NORMALIZED_EXACT_M9_DISAMBIGUATION_rep4","M9_DISAMBIGUATION","B_NORMALIZED_EXACT","RAW",8,true,true,false,true,false,11681
"EDIT_ABL_B_NORMALIZED_EXACT_M9_DISAMBIGUATION_rep5","M9_DISAMBIGUATION","B_NORMALIZED_EXACT","RAW",8,false,false,false,true,false,10820
"EDIT_ABL_B_NORMALIZED_EXACT_M11_CONSTRAINT_RETENTION_rep1","M11_CONSTRAINT_RETENTION","B_NORMALIZED_EXACT","RAW",8,false,false,false,true,false,10708
"EDIT_ABL_B_NORMALIZED_EXACT_M11_CONSTRAINT_RETENTION_rep2","M11_CONSTRAINT_RETENTION","B_NORMALIZED_EXACT","RAW",8,false,false,false,true,false,10622
"EDIT_ABL_B_NORMALIZED_EXACT_M11_CONSTRAINT_RETENTION_rep3","M11_CONSTRAINT_RETENTION","B_NORMALIZED_EXACT","RAW",8,false,false,false,true,false,10343
"EDIT_ABL_B_NORMALIZED_EXACT_M11_CONSTRAINT_RETENTION_rep4","M11_CONSTRAINT_RETENTION","B_NORMALIZED_EXACT","RAW",8,false,false,false,true,false,10785
"EDIT_ABL_B_NORMALIZED_EXACT_M11_CONSTRAINT_RETENTION_rep5","M11_CONSTRAINT_RETENTION","B_NORMALIZED_EXACT","RAW",8,false,false,false,true,false,10368
"EDIT_ABL_B_NORMALIZED_EXACT_M12_FOCUSED_FILE_rep1","M12_FOCUSED_FILE","B_NORMALIZED_EXACT","RAW",8,true,false,false,false,false,14814
"EDIT_ABL_B_NORMALIZED_EXACT_M12_FOCUSED_FILE_rep2","M12_FOCUSED_FILE","B_NORMALIZED_EXACT","RAW",8,true,false,false,false,false,14728
"EDIT_ABL_B_NORMALIZED_EXACT_M12_FOCUSED_FILE_rep3","M12_FOCUSED_FILE","B_NORMALIZED_EXACT","RAW",8,true,false,false,false,false,14698
"EDIT_ABL_B_NORMALIZED_EXACT_M12_FOCUSED_FILE_rep4","M12_FOCUSED_FILE","B_NORMALIZED_EXACT","RAW",8,true,false,false,false,false,14859
"EDIT_ABL_B_NORMALIZED_EXACT_M12_FOCUSED_FILE_rep5","M12_FOCUSED_FILE","B_NORMALIZED_EXACT","RAW",8,true,false,false,false,false,14687
"EDIT_ABL_B_NORMALIZED_EXACT_M14_STALE_CONTENT_SAFETY_rep1","M14_STALE_CONTENT_SAFETY","B_NORMALIZED_EXACT","RAW",1,false,false,null,true,false,3172
"EDIT_ABL_B_NORMALIZED_EXACT_M14_STALE_CONTENT_SAFETY_rep2","M14_STALE_CONTENT_SAFETY","B_NORMALIZED_EXACT","RAW",1,false,false,null,true,false,3107
"EDIT_ABL_B_NORMALIZED_EXACT_M14_STALE_CONTENT_SAFETY_rep3","M14_STALE_CONTENT_SAFETY","B_NORMALIZED_EXACT","RAW",1,false,false,null,true,false,3167
"EDIT_ABL_B_NORMALIZED_EXACT_M14_STALE_CONTENT_SAFETY_rep4","M14_STALE_CONTENT_SAFETY","B_NORMALIZED_EXACT","RAW",1,false,false,null,true,false,3143
"EDIT_ABL_B_NORMALIZED_EXACT_M14_STALE_CONTENT_SAFETY_rep5","M14_STALE_CONTENT_SAFETY","B_NORMALIZED_EXACT","RAW",1,false,false,null,true,false,3164
"EDIT_ABL_C_LINE_RANGE_M1_EXACT_FILE_rep1","M1_EXACT_FILE","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,13091
"EDIT_ABL_C_LINE_RANGE_M1_EXACT_FILE_rep2","M1_EXACT_FILE","C_LINE_RANGE","LINE_NUMBERED",6,true,true,false,true,false,10336
"EDIT_ABL_C_LINE_RANGE_M1_EXACT_FILE_rep3","M1_EXACT_FILE","C_LINE_RANGE","LINE_NUMBERED",6,true,true,false,true,false,10848
"EDIT_ABL_C_LINE_RANGE_M1_EXACT_FILE_rep4","M1_EXACT_FILE","C_LINE_RANGE","LINE_NUMBERED",4,true,true,false,true,false,6701
"EDIT_ABL_C_LINE_RANGE_M1_EXACT_FILE_rep5","M1_EXACT_FILE","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,12055
"EDIT_ABL_C_LINE_RANGE_M3_NESTED_FILE_rep1","M3_NESTED_FILE","C_LINE_RANGE","LINE_NUMBERED",1,false,false,false,true,false,3653
"EDIT_ABL_C_LINE_RANGE_M3_NESTED_FILE_rep2","M3_NESTED_FILE","C_LINE_RANGE","LINE_NUMBERED",1,false,false,false,true,false,3525
"EDIT_ABL_C_LINE_RANGE_M3_NESTED_FILE_rep3","M3_NESTED_FILE","C_LINE_RANGE","LINE_NUMBERED",1,false,false,false,true,false,3298
"EDIT_ABL_C_LINE_RANGE_M3_NESTED_FILE_rep4","M3_NESTED_FILE","C_LINE_RANGE","LINE_NUMBERED",1,false,false,false,true,false,3489
"EDIT_ABL_C_LINE_RANGE_M3_NESTED_FILE_rep5","M3_NESTED_FILE","C_LINE_RANGE","LINE_NUMBERED",1,false,false,false,true,false,3729
"EDIT_ABL_C_LINE_RANGE_M4_OVERWRITE_PROOF_rep1","M4_OVERWRITE_PROOF","C_LINE_RANGE","LINE_NUMBERED",1,false,false,null,true,false,2944
"EDIT_ABL_C_LINE_RANGE_M4_OVERWRITE_PROOF_rep2","M4_OVERWRITE_PROOF","C_LINE_RANGE","LINE_NUMBERED",1,false,false,null,true,false,2827
"EDIT_ABL_C_LINE_RANGE_M4_OVERWRITE_PROOF_rep3","M4_OVERWRITE_PROOF","C_LINE_RANGE","LINE_NUMBERED",1,false,false,null,true,false,2899
"EDIT_ABL_C_LINE_RANGE_M4_OVERWRITE_PROOF_rep4","M4_OVERWRITE_PROOF","C_LINE_RANGE","LINE_NUMBERED",1,false,false,null,true,false,2876
"EDIT_ABL_C_LINE_RANGE_M4_OVERWRITE_PROOF_rep5","M4_OVERWRITE_PROOF","C_LINE_RANGE","LINE_NUMBERED",1,false,false,null,true,false,2876
"EDIT_ABL_C_LINE_RANGE_M5_SMALL_PATCH_rep1","M5_SMALL_PATCH","C_LINE_RANGE","LINE_NUMBERED",8,true,true,null,true,true,11974
"EDIT_ABL_C_LINE_RANGE_M5_SMALL_PATCH_rep2","M5_SMALL_PATCH","C_LINE_RANGE","LINE_NUMBERED",8,true,true,null,true,true,12039
"EDIT_ABL_C_LINE_RANGE_M5_SMALL_PATCH_rep3","M5_SMALL_PATCH","C_LINE_RANGE","LINE_NUMBERED",8,true,true,null,true,true,11978
"EDIT_ABL_C_LINE_RANGE_M5_SMALL_PATCH_rep4","M5_SMALL_PATCH","C_LINE_RANGE","LINE_NUMBERED",8,true,true,null,true,true,11963
"EDIT_ABL_C_LINE_RANGE_M5_SMALL_PATCH_rep5","M5_SMALL_PATCH","C_LINE_RANGE","LINE_NUMBERED",8,true,true,null,true,true,11921
"EDIT_ABL_C_LINE_RANGE_M7_LINE_ENDINGS_rep1","M7_LINE_ENDINGS","C_LINE_RANGE","LINE_NUMBERED",8,true,true,null,true,true,11780
"EDIT_ABL_C_LINE_RANGE_M7_LINE_ENDINGS_rep2","M7_LINE_ENDINGS","C_LINE_RANGE","LINE_NUMBERED",8,true,true,null,true,true,11810
"EDIT_ABL_C_LINE_RANGE_M7_LINE_ENDINGS_rep3","M7_LINE_ENDINGS","C_LINE_RANGE","LINE_NUMBERED",8,true,true,null,true,true,11714
"EDIT_ABL_C_LINE_RANGE_M7_LINE_ENDINGS_rep4","M7_LINE_ENDINGS","C_LINE_RANGE","LINE_NUMBERED",8,true,true,null,true,true,11608
"EDIT_ABL_C_LINE_RANGE_M7_LINE_ENDINGS_rep5","M7_LINE_ENDINGS","C_LINE_RANGE","LINE_NUMBERED",8,true,true,null,true,true,12184
"EDIT_ABL_C_LINE_RANGE_M8_DISTRACTOR_FILES_rep1","M8_DISTRACTOR_FILES","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,12248
"EDIT_ABL_C_LINE_RANGE_M8_DISTRACTOR_FILES_rep2","M8_DISTRACTOR_FILES","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,11913
"EDIT_ABL_C_LINE_RANGE_M8_DISTRACTOR_FILES_rep3","M8_DISTRACTOR_FILES","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,11887
"EDIT_ABL_C_LINE_RANGE_M8_DISTRACTOR_FILES_rep4","M8_DISTRACTOR_FILES","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,11755
"EDIT_ABL_C_LINE_RANGE_M8_DISTRACTOR_FILES_rep5","M8_DISTRACTOR_FILES","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,12062
"EDIT_ABL_C_LINE_RANGE_M9_DISAMBIGUATION_rep1","M9_DISAMBIGUATION","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,12878
"EDIT_ABL_C_LINE_RANGE_M9_DISAMBIGUATION_rep2","M9_DISAMBIGUATION","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,12403
"EDIT_ABL_C_LINE_RANGE_M9_DISAMBIGUATION_rep3","M9_DISAMBIGUATION","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,12511
"EDIT_ABL_C_LINE_RANGE_M9_DISAMBIGUATION_rep4","M9_DISAMBIGUATION","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,12571
"EDIT_ABL_C_LINE_RANGE_M9_DISAMBIGUATION_rep5","M9_DISAMBIGUATION","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,12581
"EDIT_ABL_C_LINE_RANGE_M11_CONSTRAINT_RETENTION_rep1","M11_CONSTRAINT_RETENTION","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,12842
"EDIT_ABL_C_LINE_RANGE_M11_CONSTRAINT_RETENTION_rep2","M11_CONSTRAINT_RETENTION","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,12556
"EDIT_ABL_C_LINE_RANGE_M11_CONSTRAINT_RETENTION_rep3","M11_CONSTRAINT_RETENTION","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,13272
"EDIT_ABL_C_LINE_RANGE_M11_CONSTRAINT_RETENTION_rep4","M11_CONSTRAINT_RETENTION","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,13191
"EDIT_ABL_C_LINE_RANGE_M11_CONSTRAINT_RETENTION_rep5","M11_CONSTRAINT_RETENTION","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,13195
"EDIT_ABL_C_LINE_RANGE_M12_FOCUSED_FILE_rep1","M12_FOCUSED_FILE","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,13444
"EDIT_ABL_C_LINE_RANGE_M12_FOCUSED_FILE_rep2","M12_FOCUSED_FILE","C_LINE_RANGE","LINE_NUMBERED",8,false,false,false,true,false,8667
"EDIT_ABL_C_LINE_RANGE_M12_FOCUSED_FILE_rep3","M12_FOCUSED_FILE","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,13295
"EDIT_ABL_C_LINE_RANGE_M12_FOCUSED_FILE_rep4","M12_FOCUSED_FILE","C_LINE_RANGE","LINE_NUMBERED",8,false,false,false,true,false,8667
"EDIT_ABL_C_LINE_RANGE_M12_FOCUSED_FILE_rep5","M12_FOCUSED_FILE","C_LINE_RANGE","LINE_NUMBERED",8,true,true,false,true,false,13315
"EDIT_ABL_C_LINE_RANGE_M14_STALE_CONTENT_SAFETY_rep1","M14_STALE_CONTENT_SAFETY","C_LINE_RANGE","LINE_NUMBERED",8,true,true,null,true,true,12004
"EDIT_ABL_C_LINE_RANGE_M14_STALE_CONTENT_SAFETY_rep2","M14_STALE_CONTENT_SAFETY","C_LINE_RANGE","LINE_NUMBERED",8,true,true,null,true,true,12687
"EDIT_ABL_C_LINE_RANGE_M14_STALE_CONTENT_SAFETY_rep3","M14_STALE_CONTENT_SAFETY","C_LINE_RANGE","LINE_NUMBERED",8,true,true,null,true,true,12856
"EDIT_ABL_C_LINE_RANGE_M14_STALE_CONTENT_SAFETY_rep4","M14_STALE_CONTENT_SAFETY","C_LINE_RANGE","LINE_NUMBERED",8,true,true,null,true,true,12009
"EDIT_ABL_C_LINE_RANGE_M14_STALE_CONTENT_SAFETY_rep5","M14_STALE_CONTENT_SAFETY","C_LINE_RANGE","LINE_NUMBERED",8,true,true,null,true,true,12673
"EDIT_ABL_D_DIFF_M1_EXACT_FILE_rep1","M1_EXACT_FILE","D_DIFF","RAW",8,false,false,false,true,false,39263
"EDIT_ABL_D_DIFF_M1_EXACT_FILE_rep2","M1_EXACT_FILE","D_DIFF","RAW",2,false,false,false,true,false,10076
"EDIT_ABL_D_DIFF_M1_EXACT_FILE_rep3","M1_EXACT_FILE","D_DIFF","RAW",2,false,false,false,true,false,9405
"EDIT_ABL_D_DIFF_M1_EXACT_FILE_rep4","M1_EXACT_FILE","D_DIFF","RAW",2,false,false,false,true,false,10056
"EDIT_ABL_D_DIFF_M1_EXACT_FILE_rep5","M1_EXACT_FILE","D_DIFF","RAW",2,false,false,false,true,false,9277
"EDIT_ABL_D_DIFF_M3_NESTED_FILE_rep1","M3_NESTED_FILE","D_DIFF","RAW",8,false,false,false,true,false,18951
