run_id,task_id,failed_turn,failed_tool,error,root_failure,secondary_failures
"20260827T023500Z_CTX_12288_M2_DISCOVER_FILE_rep5","M2_DISCOVER_FILE",4,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_CTX_12288_M8_DISTRACTOR_FILES_rep1","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_12288_M8_DISTRACTOR_FILES_rep2","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_12288_M8_DISTRACTOR_FILES_rep3","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_12288_M8_DISTRACTOR_FILES_rep4","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_12288_M8_DISTRACTOR_FILES_rep5","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_16384_M10_RETRY_RECOVERY_rep1","M10_RETRY_RECOVERY",8,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_16384_M10_RETRY_RECOVERY_rep2","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_16384_M10_RETRY_RECOVERY_rep3","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_16384_M10_RETRY_RECOVERY_rep4","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_16384_M10_RETRY_RECOVERY_rep5","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_16384_M11_CONSTRAINT_RETENTION_rep1","M11_CONSTRAINT_RETENTION",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_16384_M11_CONSTRAINT_RETENTION_rep2","M11_CONSTRAINT_RETENTION",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_16384_M11_CONSTRAINT_RETENTION_rep3","M11_CONSTRAINT_RETENTION",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_16384_M11_CONSTRAINT_RETENTION_rep4","M11_CONSTRAINT_RETENTION",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_16384_M11_CONSTRAINT_RETENTION_rep5","M11_CONSTRAINT_RETENTION",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_16384_M12_FOCUSED_FILE_rep1","M12_FOCUSED_FILE",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_16384_M12_FOCUSED_FILE_rep2","M12_FOCUSED_FILE",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_16384_M12_FOCUSED_FILE_rep3","M12_FOCUSED_FILE",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_16384_M12_FOCUSED_FILE_rep4","M12_FOCUSED_FILE",1,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_16384_M12_FOCUSED_FILE_rep5","M12_FOCUSED_FILE",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_16384_M2_DISCOVER_FILE_rep1","M2_DISCOVER_FILE",4,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_CTX_16384_M2_DISCOVER_FILE_rep2","M2_DISCOVER_FILE",4,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_CTX_16384_M2_DISCOVER_FILE_rep3","M2_DISCOVER_FILE",4,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_CTX_16384_M2_DISCOVER_FILE_rep4","M2_DISCOVER_FILE",4,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_CTX_16384_M2_DISCOVER_FILE_rep5","M2_DISCOVER_FILE",4,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_CTX_16384_M8_DISTRACTOR_FILES_rep1","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_16384_M8_DISTRACTOR_FILES_rep2","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_16384_M8_DISTRACTOR_FILES_rep3","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_16384_M8_DISTRACTOR_FILES_rep4","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_16384_M8_DISTRACTOR_FILES_rep5","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_4096_M10_RETRY_RECOVERY_rep1","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_4096_M10_RETRY_RECOVERY_rep2","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_4096_M10_RETRY_RECOVERY_rep3","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_4096_M10_RETRY_RECOVERY_rep4","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_4096_M10_RETRY_RECOVERY_rep5","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_4096_M11_CONSTRAINT_RETENTION_rep1","M11_CONSTRAINT_RETENTION",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_4096_M11_CONSTRAINT_RETENTION_rep2","M11_CONSTRAINT_RETENTION",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_4096_M11_CONSTRAINT_RETENTION_rep3","M11_CONSTRAINT_RETENTION",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_4096_M11_CONSTRAINT_RETENTION_rep4","M11_CONSTRAINT_RETENTION",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_4096_M11_CONSTRAINT_RETENTION_rep5","M11_CONSTRAINT_RETENTION",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_4096_M12_FOCUSED_FILE_rep1","M12_FOCUSED_FILE",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_4096_M12_FOCUSED_FILE_rep2","M12_FOCUSED_FILE",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_4096_M12_FOCUSED_FILE_rep3","M12_FOCUSED_FILE",1,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_4096_M12_FOCUSED_FILE_rep4","M12_FOCUSED_FILE",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_4096_M12_FOCUSED_FILE_rep5","M12_FOCUSED_FILE",7,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_4096_M2_DISCOVER_FILE_rep1","M2_DISCOVER_FILE",5,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_CTX_4096_M2_DISCOVER_FILE_rep2","M2_DISCOVER_FILE",7,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_CTX_4096_M2_DISCOVER_FILE_rep3","M2_DISCOVER_FILE",8,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_CTX_4096_M2_DISCOVER_FILE_rep4","M2_DISCOVER_FILE",8,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_CTX_4096_M2_DISCOVER_FILE_rep5","M2_DISCOVER_FILE",7,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_CTX_4096_M8_DISTRACTOR_FILES_rep1","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_4096_M8_DISTRACTOR_FILES_rep2","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_4096_M8_DISTRACTOR_FILES_rep3","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_4096_M8_DISTRACTOR_FILES_rep4","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_4096_M8_DISTRACTOR_FILES_rep5","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_8192_M10_RETRY_RECOVERY_rep1","M10_RETRY_RECOVERY",8,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_8192_M10_RETRY_RECOVERY_rep2","M10_RETRY_RECOVERY",8,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_8192_M10_RETRY_RECOVERY_rep3","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_8192_M10_RETRY_RECOVERY_rep4","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_8192_M10_RETRY_RECOVERY_rep5","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_8192_M11_CONSTRAINT_RETENTION_rep1","M11_CONSTRAINT_RETENTION",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_8192_M11_CONSTRAINT_RETENTION_rep2","M11_CONSTRAINT_RETENTION",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_8192_M11_CONSTRAINT_RETENTION_rep3","M11_CONSTRAINT_RETENTION",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_8192_M11_CONSTRAINT_RETENTION_rep4","M11_CONSTRAINT_RETENTION",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_8192_M11_CONSTRAINT_RETENTION_rep5","M11_CONSTRAINT_RETENTION",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_8192_M12_FOCUSED_FILE_rep1","M12_FOCUSED_FILE",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_8192_M12_FOCUSED_FILE_rep2","M12_FOCUSED_FILE",1,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_8192_M12_FOCUSED_FILE_rep3","M12_FOCUSED_FILE",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_8192_M12_FOCUSED_FILE_rep4","M12_FOCUSED_FILE",1,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT"
"20260827T023500Z_CTX_8192_M12_FOCUSED_FILE_rep5","M12_FOCUSED_FILE",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_8192_M2_DISCOVER_FILE_rep1","M2_DISCOVER_FILE",4,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_CTX_8192_M2_DISCOVER_FILE_rep2","M2_DISCOVER_FILE",8,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_CTX_8192_M2_DISCOVER_FILE_rep3","M2_DISCOVER_FILE",4,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_CTX_8192_M2_DISCOVER_FILE_rep4","M2_DISCOVER_FILE",4,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_CTX_8192_M2_DISCOVER_FILE_rep5","M2_DISCOVER_FILE",7,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_CTX_8192_M8_DISTRACTOR_FILES_rep1","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_8192_M8_DISTRACTOR_FILES_rep2","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_8192_M8_DISTRACTOR_FILES_rep3","M8_DISTRACTOR_FILES",2,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_CTX_8192_M8_DISTRACTOR_FILES_rep4","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_CTX_8192_M8_DISTRACTOR_FILES_rep5","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_M10_RETRY_RECOVERY_seed01","M10_RETRY_RECOVERY",8,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT"
"20260827T023500Z_M11_CONSTRAINT_RETENTION_seed01","M11_CONSTRAINT_RETENTION",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_M12_FOCUSED_FILE_seed01","M12_FOCUSED_FILE",1,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT"
"20260827T023500Z_M14_STALE_CONTENT_SAFETY_seed01","M14_STALE_CONTENT_SAFETY",1,"none","Model returned conversational answer without calling edit_file","MODEL_FINALIZED_TOO_EARLY","none"
"20260827T023500Z_M1_EXACT_FILE_seed01","M1_EXACT_FILE",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_M2_DISCOVER_FILE_seed01","M2_DISCOVER_FILE",4,"edit_file","File was edited on disk but test assertion failed or test was not run","TEST_FAILED_AFTER_EDIT","none"
"20260827T023500Z_M3_NESTED_FILE_seed01","M3_NESTED_FILE",1,"none","Model returned conversational answer without calling edit_file","MODEL_FINALIZED_TOO_EARLY","none"
"20260827T023500Z_M4_OVERWRITE_PROOF_seed01","M4_OVERWRITE_PROOF",1,"none","Model returned conversational answer without calling edit_file","MODEL_FINALIZED_TOO_EARLY","none"
"20260827T023500Z_M5_SMALL_PATCH_seed01","M5_SMALL_PATCH",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_M7_LINE_ENDINGS_seed01","M7_LINE_ENDINGS",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_M8_DISTRACTOR_FILES_seed01","M8_DISTRACTOR_FILES",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_M9_DISAMBIGUATION_seed01","M9_DISAMBIGUATION",1,"none","Model returned conversational answer without calling edit_file","MODEL_FINALIZED_TOO_EARLY","none"
"20260827T023500Z_TOOLFMT_bounded_rep1","M10_RETRY_RECOVERY",2,"none","Model returned conversational answer without calling edit_file","MODEL_FINALIZED_TOO_EARLY","none"
"20260827T023500Z_TOOLFMT_bounded_rep3","M10_RETRY_RECOVERY",2,"none","Model returned conversational answer without calling edit_file","MODEL_FINALIZED_TOO_EARLY","none"
"20260827T023500Z_TOOLFMT_bounded_rep4","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT"
"20260827T023500Z_TOOLFMT_bounded_rep5","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT"
"20260827T023500Z_TOOLFMT_raw_rep1","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT"
"20260827T023500Z_TOOLFMT_raw_rep2","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT"
"20260827T023500Z_TOOLFMT_raw_rep3","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT"
"20260827T023500Z_TOOLFMT_raw_rep4","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT;NO_READ_BEFORE_EDIT"
"20260827T023500Z_TOOLFMT_raw_rep5","M10_RETRY_RECOVERY",8,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","NO_READ_BEFORE_EDIT"
"20260827T023500Z_TOOLFMT_structured_rep1","M10_RETRY_RECOVERY",7,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_TOOLFMT_structured_rep2","M10_RETRY_RECOVERY",7,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_TOOLFMT_structured_rep3","M10_RETRY_RECOVERY",7,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
"20260827T023500Z_TOOLFMT_structured_rep5","M10_RETRY_RECOVERY",7,"edit_file","target_content exact match failed against disk contents","EDIT_TARGET_NOT_FOUND","none"
